pagination,pagination-href,body,Stars
"113","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_113?ie=UTF8&pageNumber=113&sortBy=recent","AAAAAA ++++++","5.0 out of 5 stars"
"81","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_81?ie=UTF8&pageNumber=81&sortBy=recent","more that i expected but had one pixel imperfection but is a little thing","5.0 out of 5 stars"
"38","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_38?ie=UTF8&pageNumber=38&sortBy=recent","Product as described. Unlocked. No surprises. Thanks.","5.0 out of 5 stars"
"130","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_130?ie=UTF8&pageNumber=130&sortBy=recent","It is working perfectly here in Venezuela.","5.0 out of 5 stars"
"72","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_72?ie=UTF8&pageNumber=72&sortBy=recent","Great phone. I have it for 5 months and everything works perfectly. I simply love it. The best phone I ever had! The main reason I like it so much is the smoothness and the efficiency of iOS.","5.0 out of 5 stars"
"22","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&sortBy=recent","god","5.0 out of 5 stars"
"54","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_54?ie=UTF8&pageNumber=54&sortBy=recent","Just what I expected.","5.0 out of 5 stars"
"91","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_91?ie=UTF8&pageNumber=91&sortBy=recent","perfect","5.0 out of 5 stars"
"92","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_92?ie=UTF8&pageNumber=92&sortBy=recent","Needs a sting case. Or els it breaks easily!
But Great phone!","4.0 out of 5 stars"
"99","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_99?ie=UTF8&pageNumber=99&sortBy=recent","Very satisfied!!!","5.0 out of 5 stars"
"29","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&sortBy=recent","The phone works well except for one issue the front camera does not work which was not explained in the information given.","4.0 out of 5 stars"
"131","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_131?ie=UTF8&pageNumber=131&sortBy=recent","bought it for friends who are apple fanatics and say the screen is better than ever- wouldn't trade up for the bigger screen even at the same price.  this one is a little bigger than the last iphone and if anything it's too big","4.0 out of 5 stars"
"42","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_42?ie=UTF8&pageNumber=42&sortBy=recent","as expected","4.0 out of 5 stars"
"132","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_132?ie=UTF8&pageNumber=132&sortBy=recent","I was using the Galaxy s5 waiting for the iPhone 6 to come out because I hate android due to nothing but glitches on the android. Well, I don't know that the new iPhone is any better. It is beyond frustrating how a complacent industry titan pushes out mediocre products assuming customers will buy them because it's ""Apple"". The new iOS 8 is just unusable with the glitches. I cannot even begin to list the issues from freezing to force closes to the phone randomly making sounds when on silent. Aside from that the screen resolution is lacking considering all new android phone have a considerably higher pixel density. The fingerprint scanner is a joke and works I would say one third of the time having to keep retrying to unlock. Overall, after paying a premium for this product I could not be more unhappy.","1.0 out of 5 stars"
"72","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_72?ie=UTF8&pageNumber=72&sortBy=recent","Very good","5.0 out of 5 stars"
"42","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_42?ie=UTF8&pageNumber=42&sortBy=recent","Was locked","1.0 out of 5 stars"
"15","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&sortBy=recent","excelente","5.0 out of 5 stars"
"77","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_77?ie=UTF8&pageNumber=77&sortBy=recent","exelente","5.0 out of 5 stars"
"75","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_75?ie=UTF8&pageNumber=75&sortBy=recent","Beautiful phone, I am very happy. shipping was fast and arrived before time.","5.0 out of 5 stars"
"14","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&sortBy=recent","I was hesitant trusting $500 for something that may or may not come with some problems but I can say JRMobile has a little bit of my trust now.","5.0 out of 5 stars"
"130","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_130?ie=UTF8&pageNumber=130&sortBy=recent","I gave this phone 3 stars because Apple uses FoxCon boards, I think being a techie and knowing FoxCon makes low quality parts pushes me away from Iphone the.
 I have had a 3gs a I4, I5, and a I6, I end up using
a Samsung Galaxy line of phone.

I am not a fan boy, I still favor BlackBerry,  but they lost me when they never moved on to touch screen, buy that time I moved on after years of loyalty.","3.0 out of 5 stars"
"83","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_83?ie=UTF8&pageNumber=83&sortBy=recent","Good item thks!","5.0 out of 5 stars"
"51","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_51?ie=UTF8&pageNumber=51&sortBy=recent","perfec","5.0 out of 5 stars"
"32","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&sortBy=recent","Excelent!!!","5.0 out of 5 stars"
"48","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_48?ie=UTF8&pageNumber=48&sortBy=recent","Everything is good","5.0 out of 5 stars"
"19","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&sortBy=recent","Good one","5.0 out of 5 stars"
"102","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_102?ie=UTF8&pageNumber=102&sortBy=recent","Not like describe. Shocking","1.0 out of 5 stars"
"129","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_129?ie=UTF8&pageNumber=129&sortBy=recent","Great !!!!!","5.0 out of 5 stars"
"59","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_59?ie=UTF8&pageNumber=59&sortBy=recent","I'm just wondering, does it come with earphones and a charger?","4.0 out of 5 stars"
"115","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_115?ie=UTF8&pageNumber=115&sortBy=recent","Right size, right product, just Love It.","5.0 out of 5 stars"
"66","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_66?ie=UTF8&pageNumber=66&sortBy=recent","very good!","5.0 out of 5 stars"
"51","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_51?ie=UTF8&pageNumber=51&sortBy=recent","I found the phone to be so similar to the cell phones that were popular with the younger crowd in the late 1950's and early 60's. The only thing different is the sinzz conductor chip is a little smaller causing performance issues in early June between 8am and 9:04 am on Tuesdays. I dropped this phone on a pillow from 4.35 inches and it did no damage at all which I found to be truly amazing. For the waterproof test I put this right in front or a gallon water bottle and the bad dog still worked like a charm. Would of been 5 stars if it wasn't for the sinzz conductor chip issue. I would prefer a longer cord so I could go further from home with this but the 50 foot cord is ample in most cases.","4.0 out of 5 stars"
"9","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&sortBy=recent","Well firstly I was a bit skeptic, but Whiz Cell did and excellent job with everything. Packing was excellent 🙏🏿, delivery speed was awesome and the phone is in A condition.","5.0 out of 5 stars"
"32","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&sortBy=recent","Great","5.0 out of 5 stars"
"25","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&sortBy=recent","I love the IPhone 6.  It's a quality product with the user in mind.  The camera and video is amazing.  I am a Scoutmaster for our local Boy Scout troop and use the phone as my main camera. It's easy to transfer and share pictures.  With the ICloud backing up your pictures and videos is very easy and safe. No more worrying about your memories being erased.

The overall processing speed is very fast. With a good Internet connection games and apps are downloaded quickly.  There are millions of useful apps to aid you in any possible hobby and interest you have.

The iPhone 6 has a large screen some using it for banking or Google searches is nice instead of pulling out the bulky computer.  I work on a computer all day so that the last thing I want to grab to perform a quick task.

I don't play many games on my phone but the graphics are very good and no lag time.  I also like how you can restrict in game purchases in the setting menu.  This gives me piece of mind letting my kids play my phone with the fear of seeing my next phone bill.

I love the map and GPS function.  I use it over my other GPS car device.  It's very reliable and it rarely wrong.  The time of arrival is based on legal speed limits but it is very close updates as you are driving.  I would literally be lost without my IPhone maps, I always rely on it now.

The basic text and phone features work great and are easy to use. Apple makes a great product that is users friendly.","5.0 out of 5 stars"
"71","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_71?ie=UTF8&pageNumber=71&sortBy=recent","Great product. Excellent service","5.0 out of 5 stars"
"5","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&sortBy=recent","I love it!!","5.0 out of 5 stars"
"72","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_72?ie=UTF8&pageNumber=72&sortBy=recent","I don't have any complaints about it","5.0 out of 5 stars"
"60","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_60?ie=UTF8&pageNumber=60&sortBy=recent","THE BEST BIG SCREENED PHONE OUT THERE. THE MOST SOLID CHOICE FOR ME.","5.0 out of 5 stars"
"94","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_94?ie=UTF8&pageNumber=94&sortBy=recent","It's a good iPhone ...","5.0 out of 5 stars"
"20","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&sortBy=recent","Phone works good but charge don't work at all.","1.0 out of 5 stars"
"18","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&sortBy=recent","I really enjoy my phone and i am happy with it and I precisely ur service","1.0 out of 5 stars"
"74","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_74?ie=UTF8&pageNumber=74&sortBy=recent","ok","5.0 out of 5 stars"
"23","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&sortBy=recent","I love this phone.  I was unlocked just as the seller said it would be, received my phone in Barbados and it works great.  Very happy with this purchase.","5.0 out of 5 stars"
"57","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_57?ie=UTF8&pageNumber=57&sortBy=recent","Switched from a galaxy s5 and it was he best thing I ever did. It's my first iPhone and I'm sticking with it","5.0 out of 5 stars"
"56","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_56?ie=UTF8&pageNumber=56&sortBy=recent","best iPhone ever","5.0 out of 5 stars"
"70","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_70?ie=UTF8&pageNumber=70&sortBy=recent","iphone 6 wasn't unlock, I have to returned and received my money back.. I have to buy one from the apple store","3.0 out of 5 stars"
"55","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_55?ie=UTF8&pageNumber=55&sortBy=recent","Perfect!","5.0 out of 5 stars"
"79","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_79?ie=UTF8&pageNumber=79&sortBy=recent","doesnt work","1.0 out of 5 stars"
"23","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&sortBy=recent","This is one of the BEST phone's in the world. Love the new technology, I had to get it from here because the Apple website only had Silver, and Space Gray, but a wonderful phone!","5.0 out of 5 stars"
"123","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_123?ie=UTF8&pageNumber=123&sortBy=recent","Some trouble with the phone being locked - but they dealt with it - great service - phone now works as described!","5.0 out of 5 stars"
"33","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&pageNumber=33&sortBy=recent","It's perfect! Works very well. I'm happy with my decision!","4.0 out of 5 stars"
"134","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_134?ie=UTF8&pageNumber=134&sortBy=recent","Perfect!","5.0 out of 5 stars"
"105","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_105?ie=UTF8&pageNumber=105&sortBy=recent","Great phone.","5.0 out of 5 stars"
"11","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&sortBy=recent","It arrived on time and I immediately charged the battery.  The language was in Chinese!  After a call to Apple I was able to get English.  However, a terrible accident happened even before I had decided what carrier to use.  It must have slipped off my desk and fallen in the trash.  I searched everywhere for it but to no avail.  I had not taken it from the room.  And that is the sad story of my iPhone!  Since I will be 89 years old in a few months, it was a major decision for me to get an iPhone.  It has not even been paid for yet.  Marie Sutter,  suttersinden15@gmail.com","1.0 out of 5 stars"
"107","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_107?ie=UTF8&pageNumber=107&sortBy=recent","Best iphone ever.","5.0 out of 5 stars"
"108","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_108?ie=UTF8&pageNumber=108&sortBy=recent","Nice","5.0 out of 5 stars"
"122","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_122?ie=UTF8&pageNumber=122&sortBy=recent","Apple has blown it on this phone.
I've had my iPhone 6 for over a month now and although I'm a huge fan of iPhone and I have had them all since they first came out, I am not impressed with this phone. It's just too big. The iPhone 5 was solid and beautiful. The shape and feel of it was perfect. The only problem was battery life. I wish they'd stuck closer to this style and size but made it thicker to last longer.
This new ones feel weak and flimsy and if it didn't have the double tap to bring the top down, I would've returned this and got the 5S. This phone works pretty well but the battery life still sucks and it looks like a Samsung. They also totally screwed up moving the off button from the top to the side so when its in your pocket you cant hit it. I think that Apple may be through now that Jobs is gone...
The only reason I gave 3 stars is because it still has features I love but the design of the this phone is just weak, poorly designed and lacks the beautiful solid designs of the past.","3.0 out of 5 stars"
"55","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_55?ie=UTF8&pageNumber=55&sortBy=recent","I love my iPhone 6! It is one of the best phones I have ever owned! There is a lot of room for pictures, apps, music,  Ect. They only problem In my opinion is that the battery life is kind of terrible and the charger is completely different than every other charger so unless someone has and iPhone 5 or newer, if you don't have a charger you can't do anything about your dead phone!","4.0 out of 5 stars"
"12","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&sortBy=recent","The whole LCD was shattered and did not turn on at all. Do not buy","1.0 out of 5 stars"
"103","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_103?ie=UTF8&pageNumber=103&sortBy=recent","I just received my iPhone 6.  Was using iPhone 4s. I am disappointed in iPhone 6. It has poor battery life. I have gold my husband has space gray. They both loose battery life after 6-8 hours of r normal usage.  My iPhone 4s had better battery life.  I find it slower than expected. I thought Apple would have improved their technology more since iPhone 4s. Would not recommend upgrade until they improved. Regret getting this phone. It also get warmer to touch even with otter box defender case on. Updated April 26 2015. Still with closing out apps. Turning Bluetooth off.  Still loose battery power too quick. I have to charge throughout day. Came in package new. Disappointed in Apple iPhone 6 charge.","1.0 out of 5 stars"
"18","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&sortBy=recent","Amazing phone.. Perfect new, unlocked for Venezuela.","5.0 out of 5 stars"
"63","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_63?ie=UTF8&pageNumber=63&sortBy=recent","I don't know if the phone is new because the box it came in had a different serial number listed. Also, no charger was provided with the phone.","3.0 out of 5 stars"
"81","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_81?ie=UTF8&pageNumber=81&sortBy=recent","I received my phone.It is very nice.I loked it very much.","5.0 out of 5 stars"
"38","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_38?ie=UTF8&pageNumber=38&sortBy=recent","Very expensive but well worth it","5.0 out of 5 stars"
"131","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_131?ie=UTF8&pageNumber=131&sortBy=recent","I love apple products from Mac to iPhone even to the Apple tv... And I think the iPhone 6 is the best iphone yet... The bigger screen is way better and the phone is much faster!!!","5.0 out of 5 stars"
"48","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_48?ie=UTF8&pageNumber=48&sortBy=recent","Everything ok!","5.0 out of 5 stars"
"26","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&sortBy=recent","Very good purchase! We are happy to have it","5.0 out of 5 stars"
"63","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_63?ie=UTF8&pageNumber=63&sortBy=recent","wow","5.0 out of 5 stars"
"108","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_108?ie=UTF8&pageNumber=108&sortBy=recent","Great phone, excelent seller","5.0 out of 5 stars"
"87","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_87?ie=UTF8&pageNumber=87&sortBy=recent","Nice.","5.0 out of 5 stars"
"42","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_42?ie=UTF8&pageNumber=42&sortBy=recent","most existing about Apple you can't ignore this Hype around apple products, such as iphone.

i have started to use Smartphone with Apple Iphone 2 it was several years ago. Then after some time i have changed to Samsung as it was suposingly offered better ""Details"" i mean it was actuarely hunting after nerds who thinks they are geeks.

So samsung offered a better resoloution camera, bigger storage and ""better"" cpu.

After years using samsung smartphone i can tel you that the Quality of my side of view is way better on Apple iphone even if they have lower Pixel Camera.

i think apple will stay as number one for long period of time because apple stays with better understanding the people needs befor they even know that they have such needs.

i will defently advise any who i know to purchase Apple Products !

Samsung tryed to copy apple many times,  try to out-reach apple products with better cameras, bigger sotrage and quicker cpu.

this is like Cat and Mouse racing, but samsung NEVER catch that hype because of one simple Reason !

Samsung have no strategy what so ever to customers journey and expience of a product.

you can bump up on every piece of sh***t better camera or bigger LCD Disply and name it as you want, but as long you have no customer expirience you will never reach that.

i can say it with 100% safety that all i know people use apple are way cooler then Android / samsung user.

to all thouse who claim to be so geeg, try better Linux Phone i mean with Ubuntu Phone then Samsung, even thouse are way better.","5.0 out of 5 stars"
"69","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_69?ie=UTF8&pageNumber=69&sortBy=recent","Passed from Samsung to this phone, and I actually love the difference! Has awesome battery and camera, and doesn't open a lot of useless services and applications that suck up your memory and slow down the phone like even the newest Samsung phones do!","5.0 out of 5 stars"
"56","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_56?ie=UTF8&pageNumber=56&sortBy=recent","My order coming to like a 3 or 2 days. And its a refurbished and very very good thank u.","5.0 out of 5 stars"
"20","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&sortBy=recent","I've been using my phone for about 1 year and I'm completely happy with it!","5.0 out of 5 stars"
